cell_id,x,y,feeds,last_fed,hunger,distance_from_center,is_periphery
0,7.758,8.167,19,397,92,0.7276146331984018,False
158,7.666,8.229,50,352,41,0.8257275505745081,False
164,7.696,7.886,29,367,74,0.5340954232261418,False
159,8.049,8.141,26,390,156,0.6274750362453569,False
6,7.913,7.858,24,398,106,0.3819356679395686,False
1,8.149,8.167,136,391,145,0.6564229234605119,False
165,8.166,7.808,27,342,99,0.30620503116557635,False
172,7.853,7.533,29,340,77,0.22727337674654655,False
171,7.411,7.612,41,367,147,0.6756064345789229,False
13,7.563,7.539,13,363,126,0.5170918562284438,False
7,8.324,7.755,51,347,110,0.3431221178790115,False
14,7.964,7.477,51,329,96,0.1213633158925882,False
2,8.674,8.105,300,399,158,0.8380907594712594,False
173,8.245,7.318,42,372,99,0.25673109364555796,False
166,8.588,7.612,28,353,53,0.5178069663923461,False
180,7.49,7.19,25,369,146,0.6727994657482343,False
15,8.396,7.364,23,345,37,0.350360273306081,False
22,7.666,7.107,17,351,103,0.5803864124682592,False
8,8.746,7.632,55,398,136,0.6768185781860447,False
181,7.911,7.004,15,331,88,0.5373679569076583,False
160,8.902,7.906,150,388,160,0.9110220932800941,True
23,8.098,7.014,87,380,145,0.5006086173626827,False
319,7.313,6.892,15,349,52,0.9872882327083833,True
3,9.116,7.961,239,385,133,1.1286730798203315,True
174,8.656,7.102,115,365,51,0.7087425868708928,False
31,7.316,6.829,24,371,70,1.0259252674753865,True
16,8.87,7.272,77,388,108,0.826791018200958,False
189,7.137,6.867,28,380,97,1.1433548826929356,True
167,8.98,7.386,117,379,144,0.9095892412390217,True
32,7.769,6.695,44,397,136,0.8761324792011247,False
